COUNTY,CANDIDATE,VOTES,TOTAL,PCT,RACE
LIBERTY,Ryan Sitton,1673,5767,29,RR
LIMESTONE,Ryan Sitton,710,2008,35,RR
LIPSCOMB,Ryan Sitton,95,531,18,RR
LIVE OAK,Ryan Sitton,289,716,40,RR
LLANO,Ryan Sitton,967,3405,28,RR
LOVING,Ryan Sitton,3,9,33,RR
LUBBOCK,Ryan Sitton,6688,20816,32,RR
LYNN,Ryan Sitton,326,871,37,RR
MADISON,Ryan Sitton,393,1460,27,RR
MARION,Ryan Sitton,116,601,19,RR
MARTIN,Ryan Sitton,220,635,35,RR
MASON,Ryan Sitton,181,884,20,RR
MATAGORDA,Ryan Sitton,393,1520,26,RR
MAVERICK,Ryan Sitton,16,72,22,RR
MCCULLOCH,Ryan Sitton,353,1409,25,RR
MCLENNAN,Ryan Sitton,4122,10085,41,RR
MCMULLEN,Ryan Sitton,25,119,21,RR
MEDINA,Ryan Sitton,783,3673,21,RR
MENARD,Ryan Sitton,96,396,24,RR
MIDLAND,Ryan Sitton,3217,11006,29,RR
MILAM,Ryan Sitton,593,2075,29,RR
MILLS,Ryan Sitton,162,657,25,RR
MITCHELL,Ryan Sitton,154,620,25,RR
MONTAGUE,Ryan Sitton,589,2423,24,RR
MONTGOMERY,Ryan Sitton,9650,38367,25,RR
MOORE,Ryan Sitton,305,1208,25,RR
MORRIS,Ryan Sitton,143,525,27,RR
MOTLEY,Ryan Sitton,49,166,30,RR
NACOGDOCHES,Ryan Sitton,1325,5519,24,RR
NAVARRO,Ryan Sitton,1139,3713,31,RR
NEWTON,Ryan Sitton,79,435,18,RR
NOLAN,Ryan Sitton,275,930,30,RR
NUECES,Ryan Sitton,4686,10266,46,RR
OCHILTREE,Ryan Sitton,139,840,17,RR
OLDHAM,Ryan Sitton,90,343,26,RR
ORANGE,Ryan Sitton,2034,6981,29,RR
PALO PINTO,Ryan Sitton,1046,2605,40,RR
PANOLA,Ryan Sitton,509,3187,16,RR
PARKER,Ryan Sitton,3639,11522,32,RR
PARMER,Ryan Sitton,159,752,21,RR
PECOS,Ryan Sitton,158,540,29,RR
POLK,Ryan Sitton,2243,4938,45,RR
POTTER,Ryan Sitton,1588,6330,25,RR
PRESIDIO,Ryan Sitton,4,12,33,RR
RAINS,Ryan Sitton,325,1032,31,RR
RANDALL,Ryan Sitton,4019,12171,33,RR
REAGAN,Ryan Sitton,81,244,33,RR
REAL,Ryan Sitton,216,756,29,RR
RED RIVER,Ryan Sitton,340,1188,29,RR
REEVES,Ryan Sitton,0,0,0,RR
REFUGIO,Ryan Sitton,142,484,29,RR
ROBERTS,Ryan Sitton,58,253,23,RR
ROBERTSON,Ryan Sitton,298,1093,27,RR
ROCKWALL,Ryan Sitton,2126,6848,31,RR
RUNNELS,Ryan Sitton,475,1344,35,RR
RUSK,Ryan Sitton,1016,4097,25,RR
SABINE,Ryan Sitton,224,1635,14,RR
SAN AUGUSTINE,Ryan Sitton,115,744,15,RR
SAN JACINTO,Ryan Sitton,856,2228,38,RR
SAN PATRICIO,Ryan Sitton,695,2468,28,RR
SAN SABA,Ryan Sitton,156,789,20,RR
SCHLEICHER,Ryan Sitton,86,352,24,RR
SCURRY,Ryan Sitton,661,1455,45,RR
SHACKELFORD,Ryan Sitton,136,391,35,RR
SHELBY,Ryan Sitton,374,3031,12,RR
SHERMAN,Ryan Sitton,64,306,21,RR
SMITH,Ryan Sitton,6508,18605,35,RR
SOMERVELL,Ryan Sitton,296,1307,23,RR
STARR,Ryan Sitton,0,0,0,RR
STEPHENS,Ryan Sitton,388,1562,25,RR
STERLING,Ryan Sitton,89,299,30,RR
STONEWALL,Ryan Sitton,8,42,19,RR
SUTTON,Ryan Sitton,178,551,32,RR
SWISHER,Ryan Sitton,88,380,23,RR
TARRANT,Ryan Sitton,21747,83015,26,RR
TAYLOR,Ryan Sitton,3537,10806,33,RR
TERRELL,Ryan Sitton,12,86,14,RR
TERRY,Ryan Sitton,593,1451,41,RR
THROCKMORTON,Ryan Sitton,101,294,34,RR
TITUS,Ryan Sitton,382,1500,25,RR
TOM GREEN,Ryan Sitton,1749,7190,24,RR
TRAVIS,Ryan Sitton,9372,28216,33,RR
TRINITY,Ryan Sitton,548,2039,27,RR
TYLER,Ryan Sitton,644,2144,30,RR
UPSHUR,Ryan Sitton,934,3503,27,RR
UPTON,Ryan Sitton,30,101,30,RR
UVALDE,Ryan Sitton,241,1149,21,RR
VAL VERDE,Ryan Sitton,231,1028,22,RR
VAN ZANDT,Ryan Sitton,1493,5380,28,RR
VICTORIA,Ryan Sitton,1493,5143,29,RR
WALKER,Ryan Sitton,1325,4345,30,RR
WALLER,Ryan Sitton,1005,3306,30,RR
WARD,Ryan Sitton,170,588,29,RR
WASHINGTON,Ryan Sitton,968,3691,26,RR
WEBB,Ryan Sitton,276,1052,26,RR
WHARTON,Ryan Sitton,734,3131,23,RR
WHEELER,Ryan Sitton,105,583,18,RR
WICHITA,Ryan Sitton,1525,6779,22,RR
WILBARGER,Ryan Sitton,244,704,35,RR
WILLACY,Ryan Sitton,19,116,16,RR
WILLIAMSON,Ryan Sitton,7384,21120,35,RR
WILSON,Ryan Sitton,758,3364,23,RR
WINKLER,Ryan Sitton,249,699,36,RR
WISE,Ryan Sitton,1305,5037,26,RR
WOOD,Ryan Sitton,1244,4477,28,RR
YOAKUM,Ryan Sitton,239,751,32,RR
YOUNG,Ryan Sitton,433,1915,23,RR
ZAPATA,Ryan Sitton,0,0,0,RR
ZAVALA,Ryan Sitton,0,0,0,RR
